chuid,dé,ach,nuair
chuir,ábhar,bliana,dhiaidh
agat,roinn,uile,cinnte
dtí,bheith,rith,tú
chuir,chuig,dtí,saol
cinnte,thabhairt,cinnte,fear
measc,saol,go,scríobh
scoil,bheidh,thart,thaobh
fiú,mac,bhliain,rá
roimhe,bliain,rá,nó
bhíodh,teach,féin,ceart
céard,leith,leanas,faoi
trí,mhaith,teach,amháin
átha,mhór,dhá,in
féin,isteach,dúinn,déanta
fada,gcónaí,mise,nuair
dtí,teanga,tá,fad
féin,lch.,riamh,amháin
léi,éigin,Gaeilge,ina
áirithe,tharla,ár,san
céanna,measc,beag,leor
Gaeilge,scoil,bith,idir
oibre,mhór,deir,iad
cliath,óg,lch.,aige
níl,dhéanamh,faoi,taobh
amuigh,thart,chur,minic
cuid,daoine,riamh,agus
thar,bharr,aon,seo
agat,mac,ní,linn
tú,siar,agus,gceist
céard,amuigh,fad,chuir
aon,ndóigh,sa,de
fad,scoil,fós,déanta
súil,má,mbíonn,ort
lán,gurb,ann,dá
lucht,idir,freisin,rinne
mó,chuir,leo,baile
sí,dhuine,chuir,cad
alt,rialtas,bliain,scoil
cad,oibre,mó,á
áit,tíre,siúl,sí
fáil,iad,leithéid,aon
na,gach,nuair,san
orthu,rialtas,rialtas,í
rialtas,fáil,seán,bean
fiú,teach,éigin,éigin
ar,céanna,oíche,roinnt
dar,cur,go,nár
mbeidh,b'fhéidir,rud,raibh
sa,againn,uirthi,deir
ábhar,a,fíor,shin
measc,sa,léi,uile
mo,mé,léir,ais
roinnt,shin,fháil,cinnte
chuaigh,sin,roinn,dhá
minic,fáil,ann,dom
níl,síos,léir,ansin
sin,liom,chéad,amuigh
in,á,ndóigh,éis
dtí,isteach,lár,anois
gan,ansin,trí,ábhar
éis,sna,ndiaidh,díreach
má,cur,leith,de
rud,tharla,oíche,beag
roinn,alt,ort,chéad
rialtas,ó,gur,réir
cinnte,riamh,os,ansin
bliain,uí,leor,más
scríobh,maith,siar,rialtas
obair,lá,baile,is
freisin,bhí,bheadh,os
cúpla,cuireadh,ábhar,ndiaidh
dar,beidh,roimh,fad
don,cúpla,beag,mo
chuaigh,am,níor,dé
cinnte,mórán,sin,cén
mó,deireadh,dul,bhliain
go,ainm,maith,dul
fad,saol,tá,lán
faoi,aici,fiú,beag
air,níor,bhí,deir
eolas,measc,a,scéal
arís,síos,bíonn,b'fhéidir
cinnte,ansin,fad,léir
lucht,chuid,ceart,beag
sa,éigin,dúinn,tar
saol,Irish,as,den
cúpla,mbíonn,más,fhios
bliana,sa,céanna,bhean
an,láthair,nua,bharr
leabhar,fháil,dé,thaobh
láthair,úsáid,nach,chuir
leabhar,roinnt,orthu,orm
lán,orm,bhíodh,bith
minic,gcónaí,leabhar,ná
uisce,riamh,di,caint
tí,istigh,cinnte,mé
sé,seán,freisin,maidir
atá,chéile,hÉireann,gan
áit,féidir,ba,ndóigh
ann,go,saol,againn
linn,ar,linn,í
arsa,roimh,bhfad,thabhairt
níl,bhean,maith,scéal
caite,ba,níl,shin
linn,fáil,feadh,uile
ndiaidh,bheith,mhór,a
measc,idir,iad,bliana
deireadh,féin,ann,ansin
bhaile,caite,beag,air
fear,láthair,arís,ab
chéile,mo,oibre,céanna
cúpla,fear,cheana,beag
tríd,lch.,ní,oibre
tú,bhíonn,alt,bheadh
nár,duine,mise,chuid
feadh,daoine,óg,scéal
anuas,beidh,méid,siad
acu,dul,mhór,mhór
bheidh,thaobh,tá,fíor
Éirinn,aon,mbaile,ansin
gceist,léir,eile,an
chéile,caite,aghaidh,linn
bean,lán,baint,fíor
cé,baile,anseo,leat
ní,leor,seisean,cheana
más,lae,sin,cén
láthair,taobh,in,bíonn
oiread,freisin,lae,is
cúpla,gan,linn,bhfuil
aon,í,minic,ais
níl,déanamh,faoin,á
orm,siar,ais,nós
duit,cúpla,le,cúpla
bhfuil,raibh,fhios,Gaeltachta
lucht,anois,cúpla,sé
sásta,bhliain,ón,ná
mac,ár,bhain,obair
deir,mhaith,éigin,thar
ná,duine,dhiaidh,sna
chomh,de,faoi,súil
dúinn,átha,leis,mbíonn
Éirinn,cheart,fad,rud
orthu,maith,scéal,rith
uair,roinnt,mar,ábhar
mac,lae,trí,í
b'fhéidir,gach,uaidh,oibre
chuige,léir,chuid,cinn
roimh,ar,mar,cén
bhliain,mór,ó,leo
sé,aghaidh,rinne,a
ár,dé,níos,réir
bharr,go,agus,déanamh
scoil,fuair,agus,síos
duit,roinn,fáil,fíor
ó,fearr,cinnte,súil
leabhar,don,roimh,cinnte
roimhe,lán,ort,saol
mbaile,bhean,riamh,bíonn
má,cuid,leanas,ea
fear,fada,Éirinn,nós
í,cén,fáil,uair
leor,cúpla,dom,lch.
thug,eolas,an,déanamh
thabhairt,má,leith,gach
dúinn,oibre,dá,beidh
na,bheidh,faoin,sin
fada,tí,úsáid,roinn
inniu,ceann,láthair,díreach
maidir,duit,fuair,agus
rialtas,Irish,chuige,siúd
daoine,déanta,dé,istigh
riamh,chuid,fháil,dúinn
lucht,tír,má,faoi
úsáid,leo,gcónaí,mór
Ghaeilge,chéad,ó,éigin
ina,thabhairt,leat,faoi
uirthi,leabhar,roinnt,fada
siúl,arís,láthair,linn
ná,deireadh,bhíonn,deireadh
tríd,duit,mhaith,gcuid
air,lán,isteach,do
tíre,chéile,chuig,mé
bean,mé,í,amháin
caint,mór,nó,siad
fhios,arís,leo,úsáid
ó,timpeall,chuig,trí
ach,mhaith,chur,nár
ndiaidh,ndóigh,dhaoine,a
dom,láthair,tá,caite
tháinig,déanta,mise,ach
nó,éis,tharla,maith
timpeall,in,siad,beag
tíre,dtí,maith,dara
seisean,scoil,ón,leo
mhór,leith,lá,á
arís,do,uí,níl
más,anseo,fíor,dé
mé,siad,obair,iarraidh
ceart,mbíonn,leis,nár
dul,ais,baile,sé
ó,rialtas,dhiaidh,dó
sé,siúd,cén,uisce
léi,siúd,bliain,uair
eolas,cad,orm,lámh
áit,cliath,ann,é
seán,átha,i,aghaidh
ab,sna,bhliain,in
go,ag,agat,uile
díreach,caint,féidir,éigin
bhaile,istigh,chéile,nós
lch.,mac,timpeall,beag
oíche,aici,fad,agat
leo,rud,eile,muid
déanamh,leat,Gaeltachta,raibh
ab,nach,chuig,linn
baint,fós,gach,cuid
le,tí,déanta,ainm
lena,bhfuil,céard,suas
bhaint,cheann,os,cinn
cheart,as,dóibh,ar
Ghaeilge,ón,súil,bharr
uair,sa,más,chuige
dhá,arís,níor,atá
átha,Gaeltachta,Irish,shin
na,cheann,fiú,fuair
chéad,go,thabhairt,ba
hÉireann,baint,dtí,ón
le,nua,cuid,mar
dá,cur,arsa,seán
dé,gan,go,os
ná,í,lch.,fearr
bíonn,thaobh,istigh,áit
chuige,Irish,fíor,orm
chuir,duine,ceart,leo
hÉireann,fós,sa,orm
nár,ábhar,gceist,Gaeilge
siúl,gcónaí,istigh,leithéid
éis,níor,féin,thug
cliath,roimhe,orthu,air
anois,is,bith,uisce
baile,caint,áirithe,bhfuil
agam,ceart,siúl,réir
leith,an,amuigh,iarraidh
mbaile,dara,chuig,ab
lch.,cheana,bheith,dtí
uile,ansin,orm,siúl
anois,lena,ais,orthu
ach,dar,do,seo
mo,sí,mó,bíonn
aige,sásta,í,bhaile
dó,agus,dhéanamh,dul
ar,na,alt,nua
ansin,leo,dúirt,ní
lámh,mbaile,saol,isteach
orm,tíre,maith,é
Éirinn,isteach,tá,thaobh
scoil,mbeadh,fíor,bliana
láthair,réir,thaobh,beag
ó,fad,maidir,as
éis,anuas,teach,chur
dul,lch.,ná,ag
bliana,nua,mbeidh,bheadh
lena,amháin,siad,fearr
amuigh,feadh,lá,chaith
tíre,tharla,lár,bhí
mó,bliana,oíche,fós
bhaint,fiú,mbeadh,chur
dóibh,gurb,siar,tháinig
ón,acu,fuair,feadh
bheith,má,thaobh,dúinn
amach,leis,ina,chaith
lámh,am,leis,cad
iarraidh,roinn,níos,gurb
tí,Éirinn,ceart,de
leanas,mar,é,scéal
uirthi,lá,dé,aon
agat,lámh,am,ní
chaith,ort,idir,gur
hÉireann,ná,gur,bhfad
maidir,déanta,chur,díreach
sa,má,bhfad,lá
bhíonn,dé,istigh,mhaith
cliath,shin,air,gcónaí
linn,bhíonn,fháil,ceann
mbíonn,de,bharr,ndóigh
thaobh,Ghaeilge,bhaint,bhfuil
anois,leor,níl,oibre
dul,chur,méid,leat
saol,óg,Irish,dé
síos,bith,thug,ais
rud,siúl,éigin,oiread
bhfad,nó,b'fhéidir,sé
ansin,cén,chun,ó
ár,níos,dhá,á
bliain,dar,ón,duine
lá,inniu,uair,Gaeltachta
am,chaith,linn,saol
air,mar,sin,ná
tháinig,bhain,aici,dar
díreach,ón,isteach,feadh
sé,ná,acu,minic
aige,ceann,ansin,beidh
nár,taobh,lán,teach
cé,siar,fiú,fuair
mé,raibh,mór,cé
arís,dá,gur,iarraidh
súil,aige,á,anuas
ceann,lena,arsa,ár
bhain,léi,aici,rialtas
cinn,Gaeltachta,bean,siúl
scéal,cúpla,dul,oiread
chéad,chaith,má,mhaith
chéile,bhíodh,ó,nó
roinnt,lch.,mbaile,fada
anuas,mé,mé,caint
baint,mise,dar,ndiaidh
leanas,duine,anseo,úsáid
ann,leat,déanta,teanga
lár,ea,súil,caite
cén,fós,é,ó
istigh,iad,am,gach
beidh,agam,áirithe,roinn
dóibh,dá,iad,obair
freisin,mac,shin,chun
ach,bhaile,ainm,chuir
leanas,cheana,tríd,leith
oiread,amuigh,féin,leithéid
feadh,faoi,é,uile
idir,thar,anois,áirithe
ea,beag,tír,uaidh
dtí,leabhar,sí,ainm
alt,agat,ina,le
dúirt,rá,gceist,agat
agam,níos,liom,siar
roinnt,é,agam,díreach
léi,ón,bharr,air
cuireadh,maith,lae,seo
gceist,tú,orm,mórán
alt,áit,sásta,dar
amuigh,isteach,chuige,ceann
chuid,í,suas,chuid
riamh,fearr,tar,mórán
faoin,gurb,tháinig,leat
faoin,thar,éigin,leor
cur,sásta,nua,inniu
cur,mhaith,síos,cuid
siad,ní,dtí,dhá
caint,idir,oiread,bhean
bhfad,aici,mór,ábhar
chuige,baint,ó,dtí
thug,tú,thar,úsáid
maidir,gur,trí,roinn
chuid,deir,sí,chun
aige,linn,chéad,trí
don,dar,ndóigh,acu
feadh,roimhe,uí,léi
muid,arís,sé,baile
dóibh,timpeall,inniu,fada
chéad,b'fhéidir,thug,di
cad,tá,eolas,fós
é,deireadh,gan,iad
gceist,fháil,gceist,dhá
na,scoil,chéile,mórán
sé,uí,don,chuig
mbeidh,ár,é,dá
siúl,níl,ndóigh,cinnte
di,leat,os,Éirinn
chomh,maith,Irish,le
muid,caite,mac,do
chun,a,lá,fearr
raibh,a,caint,bliain
trí,siúl,dúirt,acu
ansin,freisin,scríobh,ea
eolas,mór,tháinig,rá
leith,cur,ais,obair
fiú,ainm,roinnt,bhfad
níor,liom,lucht,tríd
ná,é,timpeall,dul
tá,chuig,trí,duit
ort,é,baint,amach
tharla,mise,amach,teacht
aige,dtí,suas,measc
rith,cé,ach,bharr
is,sin,aon,Ghaeilge
dúinn,gcónaí,leis,bean
thaobh,dhuine,seán,orm
rá,aghaidh,amuigh,bheith
ag,uisce,mhór,á
mbíonn,na,thabhairt,fuair
fada,Ghaeilge,gan,féin
cé,nó,bhaile,chuige
shin,bheadh,uile,duit
dúinn,am,tar,chuige
chuig,againn,aige,feadh
ach,amuigh,rud,chuaigh
rinne,acu,na,agam
mbeadh,cuid,baile,fearr
uair,anois,áirithe,céanna
chun,níl,méid,níos
aghaidh,tríd,cheann,tá
chuir,liom,istigh,áit
ábhar,thaobh,Éirinn,réir
léir,dtí,mac,chuaigh
agam,bhíodh,cliath,seo
ó,mbeidh,do,mhaith
á,bhain,amuigh,Gaeltachta
níos,teach,gceist,Éirinn
chun,ina,thaobh,bliana
méid,dhéanamh,bheadh,nua
uaidh,timpeall,léir,átha
cuid,ab,amháin,nós
thabhairt,cur,iad,níos
cén,chun,bíonn,orm
lán,air,ó,gceist
níl,deir,iad,déanta
tar,leor,bhain,acu
lch.,dá,cheann,cúpla
leith,do,oiread,sásta
sásta,seo,mórán,rith
ní,aon,bheadh,anseo
bliain,bhíonn,maith,gcónaí
mise,Ghaeilge,mise,bhaile
bith,di,istigh,dúirt
tháinig,fuair,nach,againn
na,ár,agat,roimhe
ár,ansin,amháin,anuas
agat,nuair,thug,chaith
thabhairt,seán,fad,bhaint
orthu,caint,thug,teacht
díreach,baint,rith,fearr
fíor,de,arsa,ina
tar,áirithe,faoin,sna
mo,trí,daoine,bhaint
gurb,teach,ina,rinne
isteach,le,chuige,bharr
dtí,é,teach,chuige
átha,ndóigh,seisean,chuid
lán,scríobh,bhfad,mar
tháinig,siad,eolas,inniu
maidir,ar,arís,leabhar
iarraidh,lucht,lae,leithéid
amháin,sna,ábhar,maith
freisin,chéad,á,cúpla
mbaile,aici,fearr,seo
níor,mac,timpeall,dhuine
bhíonn,amháin,í,san
caint,beag,gan,gurb
leis,orthu,bharr,taobh
bhliain,raibh,bhfuil,dúirt
faoin,arsa,mac,roinnt
déanamh,a,agus,éis
á,mac,timpeall,chuig
tar,hÉireann,a,roimh
ab,gcónaí,roinnt,fós
scéal,ná,thug,i
gcónaí,don,cheana,roimh
na,agam,teach,ndóigh
mbíonn,bheidh,bhaint,céard
fad,cuireadh,daoine,is
am,lucht,agam,nó
mbaile,roimh,ár,aici
muid,roimhe,lá,ndiaidh
tír,iarraidh,cheann,muid
bhí,bean,dhaoine,ar
arís,cheana,saol,raibh
fiú,le,dhiaidh,ceart
más,bith,orthu,faoin
gceist,dhiaidh,maith,mé
chaith,di,duine,é
bheidh,scríobh,roimh,céanna
gach,bhíonn,cinn,seisean
dhá,mbaile,rialtas,céanna
áirithe,cinn,oiread,rinne
dhéanamh,teacht,leat,láthair
mac,ab,lae,léir
ón,mhór,ab,ach
ba,rith,idir,oibre
measc,maith,tharla,an
sí,chuir,nuair,orthu
na,tír,rá,oibre
mó,cheana,chéile,léi
thar,réir,mo,uile
bhliain,caite,chur,ach
ndóigh,bith,ag,léir
nó,gurb,bhfad,di
rud,anuas,ó,fháil
dóibh,thug,ní,á
de,uaidh,níor,thaobh
do,fearr,dhá,agam
cliath,dhéanamh,dhaoine,gur
agam,dhuine,sé,cad
in,thabhairt,mbeadh,Éirinn
chaith,amuigh,ón,óg
gur,aon,mbaile,chuig
maidir,ann,oíche,deir
i,ainm,shin,timpeall
sásta,thaobh,mbíonn,níos
gceist,í,gan,gceist
measc,maith,má,san
dhiaidh,faoi,tír,cé
roinn,chuid,ón,dhaoine
oíche,riamh,bean,fíor
uaidh,díreach,bhaile,measc
síos,maith,díreach,átha
ndiaidh,Ghaeilge,duine,tríd
chomh,anuas,arís,bliain
na,níor,baint,tá
thart,áirithe,gur,chomh
measc,cúpla,arís,cinn
Irish,hÉireann,duit,fear
átha,fuair,anseo,rá
gan,dul,is,eolas
duine,gceist,leis,inniu
idir,réir,céard,céard
ina,cuireadh,thug,dtí
agam,den,is,lena
oíche,seán,méid,taobh
siúd,lucht,scoil,teacht
nuair,siúl,mór,inniu
cé,baile,léir,teacht
tríd,tháinig,cuid,caite
tír,dul,cheann,as
chéad,díreach,lena,os
súil,sin,fiú,mbeadh
dúinn,gurb,thart,maidir
bheith,deireadh,mise,cuireadh
féidir,feadh,gan,ón
aon,mór,átha,sna
fíor,trí,gur,leith
oiread,measc,mar,cad
cheart,siúd,céanna,rá
fháil,nua,is,leo
de,fháil,cheana,maidir
lá,isteach,nós,roimhe
istigh,tú,fós,é
cad,súil,mbaile,linn
má,roinnt,don,dar
Gaeltachta,gur,mó,aon
arsa,mac,do,cheart
idir,léir,súil,chéad
linn,bliana,suas,ba
nó,aon,alt,dhaoine
idir,Ghaeilge,mar,dtí
chun,chur,orthu,má
fáil,dara,éigin,sí
uisce,againn,arís,lán
aon,ón,leabhar,mbeadh
don,úsáid,óg,mac
cúpla,bhí,tríd,bheadh
ndóigh,chéad,raibh,bhaint
teacht,fíor,don,scríobh
gur,taobh,de,oiread
roinn,fiú,bhaint,dhá
léir,obair,cinnte,gceist
Gaeltachta,nua,déanta,agus
riamh,ndóigh,shin,dar
bhíonn,isteach,faoin,oibre
ansin,sna,fearr,lena
mise,maidir,sa,acu
aon,chuaigh,níl,thaobh
dom,ea,díreach,dúinn
lch.,déanta,os,mó
lán,di,di,bliain
tá,daoine,ansin,fiú
leor,láthair,leor,méid
tríd,agus,gan,muid
ba,aici,léi,do
leabhar,uair,chuig,níl
feadh,bheidh,sna,áirithe
gceist,bhí,gur,anseo
dul,caint,maidir,méid
cinnte,i,amach,in
bhfad,rinne,scoil,taobh
cur,i,dom,Gaeltachta
dhuine,don,dom,cliath
ort,nár,bhíonn,gan
rud,teacht,ndóigh,fháil
lena,sin,ndóigh,oíche
uaidh,leis,sé,ní
dar,minic,cé,ann
roimhe,déanamh,cúpla,súil
sna,dom,mó,daoine
cén,bhaile,ea,chéad
ó,di,thar,tíre
sna,thug,gceist,deireadh
mé,teacht,leo,arsa
rud,leo,duine,cinnte
ábhar,tá,céanna,thar
sa,freisin,san,go
tharla,bheith,Gaeilge,raibh
thabhairt,méid,dá,hÉireann
nár,acu,caite,mbíonn
a,rud,anuas,léi
Gaeltachta,tharla,seán,dúirt
don,thabhairt,ea,bean
os,ab,dúirt,cúpla
bhfuil,caint,mac,óg
chun,nua,istigh,faoi
inniu,fáil,leabhar,dom
mórán,cinnte,leith,fíor
scéal,dóibh,sin,bliana
céanna,bhfuil,do,seán
istigh,déanamh,di,chéile
lár,bheadh,níl,fós
tá,baile,tar,méid
beidh,rialtas,eolas,gurb
fear,tú,fad,le
riamh,iad,taobh,Gaeltachta
féidir,nós,mbíonn,mbeadh
cheana,ort,lár,céard
níl,chun,éis,agam
deir,bíonn,dúirt,dé
againn,nuair,gan,caite
éis,am,tharla,cheart
teanga,air,tú,ndiaidh
le,gcónaí,dhá,Gaeltachta
atá,á,ais,bean
teacht,ón,amháin,níos
deir,roimhe,bith,Éirinn
istigh,cheann,ceart,bith
ainm,ab,más,é
in,ár,duine,tríd
fhios,uaidh,air,nó
tháinig,leabhar,ceart,san
é,rith,san,siúd
gceist,ó,uirthi,éis
fiú,fós,ndiaidh,cheana
cheart,ba,iarraidh,cliath
oíche,bhíonn,bhíonn,oiread
acu,bheidh,anois,ag
roinn,uile,inniu,leat
raibh,leat,cad,chuaigh
ár,os,bheith,nós
tá,leo,rá,uaidh
bhíodh,mbaile,mó,rá
ón,ba,mór,nó
am,orm,rith,na
nár,uisce,is,di
istigh,don,beag,gcuid
aige,fháil,baint,freisin
do,os,teacht,cheann
maith,muid,as,láthair
níor,cad,ón,maidir
dar,oíche,tá,leat
tí,gcuid,b'fhéidir,obair
Éirinn,iad,ag,go
mar,fháil,anois,atá
thug,dhaoine,tar,thar
tar,deireadh,chomh,dó
sásta,gur,orm,átha
as,mé,cad,í
eile,sásta,óg,is
raibh,scéal,mó,nó
sin,dá,ár,thaobh
níl,mac,tí,teacht
b'fhéidir,thug,iarraidh,bhfuil
chaith,gcuid,faoi,acu
agus,idir,thar,lena
dom,deireadh,tíre,má
í,bhí,gur,agam
timpeall,bhaile,tí,teanga
chéile,dhuine,trí,nua
ndóigh,baile,cad,ndóigh
ba,le,inniu,ceann
Gaeltachta,iad,ainm,bheith
againn,na,air,cúpla
suas,dúinn,lár,sásta
mórán,chéad,bliain,amuigh
siúl,leo,sásta,uile
mbíonn,cén,agam,mhór
á,tháinig,é,bhaint
níl,dom,chéile,átha
siad,faoin,fear,fhios
bhean,ann,Gaeilge,nó
seo,baint,dhiaidh,seán
chur,fáil,bhliain,tríd
cliath,cheana,rith,bhfad
saol,céard,Ghaeilge,siar
fháil,bhean,ainm,seán
maith,thar,Gaeltachta,agam
roinn,tríd,thabhairt,bliain
thar,atá,ndiaidh,cinnte
é,an,chaith,lán
dé,Ghaeilge,ar,ón
siúd,riamh,dúinn,amach
ndóigh,bhíodh,mhór,rá
feadh,bhfuil,uaidh,mbeadh
chur,mar,nach,bhean
ea,mar,chur,nár
os,don,duine,bheadh
níor,tíre,lae,tír
sásta,teanga,tá,mé
thar,bíonn,orm,acu
daoine,na,eolas,uí
bhaile,inniu,orthu,lán
ón,daoine,uirthi,dar
faoin,baile,níl,shin
bith,maidir,rá,deir
leanas,áit,uí,bhaint
bhfuil,scéal,bheidh,bheidh
bhíodh,dé,chur,maidir
aghaidh,mó,fad,baile
féin,mhór,chuir,agus
anuas,uisce,thabhairt,seán
ainm,dara,le,iad
rud,sna,lán,alt
eile,ais,úsáid,fada
linn,uisce,Gaeilge,maith
cuireadh,lch.,leith,níos
iarraidh,rud,acu,bheadh
faoin,chaith,féidir,deir
dá,faoi,lá,a
leat,siar,iarraidh,tí
hÉireann,thug,di,mórán
tháinig,bhean,mhaith,ndóigh
sa,roinnt,siad,uisce
bhain,agam,anuas,leat
seán,bean,air,uair
lena,an,inniu,áit
seán,dhá,níor,cuireadh
le,sa,am,síos
tíre,léi,chuid,alt
éis,bean,fearr,nár
teach,siad,lár,mór
éis,cé,í,ann
dara,is,faoin,alt
fhios,bheith,sa,arís
amach,mo,leo,suas
céard,leis,cúpla,di
sé,leithéid,raibh,maidir
bhean,don,mé,gcuid
shin,mé,in,anuas
istigh,dom,mar,muid
leabhar,faoin,roinn,uair
leo,oíche,dhaoine,bhliain
scéal,bheidh,go,dar
shin,maidir,leo,sí
ndiaidh,faoin,tar,scríobh
má,siúl,thaobh,leo
dhaoine,ó,seán,siar
mbeidh,amuigh,mbaile,lámh
mar,bean,uí,lena
uirthi,sna,obair,le
ba,orm,bhaint,oiread
againn,cliath,i,am
in,amháin,leith,lán
os,raibh,ón,cinn
don,nár,dúirt,mbíonn
an,inniu,anois,go
gcónaí,istigh,ar,duit
bharr,féidir,go,duine
bliain,os,aon,mórán
díreach,ais,dom,bhliain
bhfad,dtí,bhaile,daoine
lch.,bliain,rud,lá
fearr,acu,Gaeltachta,ceann
fear,níor,dhuine,chun
déanta,cuid,sna,cén
agat,atá,mbaile,réir
den,roinn,lá,fiú
feadh,baint,teanga,ea
is,tíre,na,inniu
dhéanamh,roinnt,teach,mó
a,amach,fad,duine
lch.,deireadh,baint,nár
oíche,dó,do,bharr
measc,leanas,teacht,fearr
leis,sé,ár,leis
níor,ní,cé,rinne
leanas,mhaith,di,deir
chomh,ábhar,déanamh,bhean
tír,dtí,mó,muid
roinn,eolas,tháinig,roinnt
bith,cuireadh,ina,acu
bheadh,amach,uile,ceart
fuair,féin,mo,bhíonn
caite,cheart,súil,eolas
óg,iad,acu,dtí
bhíodh,chuaigh,mó,baile
bliana,mhaith,níl,sé
áit,chuir,mhaith,rá
ann,dtí,má,átha
sí,roinn,láthair,chéad
agus,chun,saol,bhfuil
léi,beidh,idir,gach
cheart,léi,feadh,caite
uí,leanas,fad,bliana
caint,bhaile,sé,arís
aige,cinnte,tá,istigh
dhaoine,trí,ar,taobh
uisce,sna,lá,de
ab,láthair,léi,thart
oiread,ea,fuair,mac
leat,é,éigin,dhaoine
leo,seán,mhór,mbeadh
dóibh,rialtas,arsa,oibre
bean,dar,céanna,rá
roinnt,dhéanamh,tríd,mbeidh
fhios,isteach,leanas,sé
lae,mhór,mé,chéad
orm,féidir,tú,lena
scoil,uisce,gurb,leor
agat,níl,suas,cuid
fháil,sa,áirithe,ndiaidh
eile,bíonn,leith,ná
éis,an,orm,scríobh
cheart,cé,ea,ab
os,cheann,mhór,dhaoine
teach,ndóigh,mar,leanas
lámh,chuir,scríobh,deir
lena,bhíonn,teach,bhí
ceart,baint,nuair,chuige
dara,san,hÉireann,trí
arís,seo,oíche,do
dóibh,dhá,orm,daoine
nua,na,acu,bheadh
bhain,bhí,oiread,caite
níor,deireadh,áirithe,nós
cinnte,alt,leor,lár
lár,sásta,ann,Irish
rith,an,tú,mór
siúd,fiú,faoi,fear
sé,cheart,fós,trí
duit,níl,Éirinn,in
am,mó,ó,cliath
cheana,os,leith,orm
siar,dhuine,scéal,á
ní,go,ba,ó
í,súil,teacht,gan
oibre,amháin,á,uaidh
seo,gur,bliana,rialtas
gur,Éirinn,daoine,muid
siúl,á,níor,istigh
faoin,fear,in,siúl
scoil,siar,suas,níor
fad,fháil,níor,dá
mó,sé,de,muid
cheana,réir,fháil,leithéid
dó,ann,nó,gach
rá,dul,roimh,caint
bheadh,ea,dul,aghaidh
fad,fada,bliain,lch.
cad,lán,bharr,fiú
de,Gaeilge,sna,shin
tháinig,uair,lámh,leat
cinnte,feadh,siúd,eolas
leor,tú,gceist,leabhar
tríd,díreach,ná,gan
bharr,rud,bhfuil,fear
dúinn,leith,taobh,timpeall
rinne,fearr,oibre,níl
ábhar,tíre,bharr,lch.
rialtas,cliath,nár,teach
dhéanamh,dara,mbíonn,fhios
teach,ndiaidh,bhain,lámh
thug,leith,bharr,mbeadh
éigin,roinn,é,alt
roimhe,Irish,leabhar,anois
mise,fad,bhain,bliain
ndóigh,chuir,caite,bhean
deireadh,san,fós,nua
bhfad,bhaint,bhliain,déanta
nós,uisce,áirithe,éigin
trí,mac,sí,lár
ainm,ea,mhór,trí
do,ábhar,mbíonn,air
fháil,ón,scoil,b'fhéidir
agam,linn,anuas,leat
leat,amuigh,chuaigh,amach
gach,uile,idir,fiú
faoin,ann,díreach,dúinn
seisean,bíonn,ansin,sin
rith,lán,ort,cén
de,siad,don,cur
thaobh,ea,anuas,as
ba,bhean,ort,ea
agam,uisce,seo,fearr
siúl,suas,as,caint
más,trí,le,gcuid
siad,tú,maidir,cén
ach,os,ná,tú
ná,mó,mbíonn,Éirinn
siúl,chomh,láthair,dó
deireadh,maidir,bhliain,bhfuil
níl,chun,mbeidh,leor
níor,bhliain,chur,tí
éis,mhaith,dhuine,ba
iarraidh,leis,má,fada
dhiaidh,rá,bheidh,níos
bhí,fearr,bhain,caint
anois,roinnt,chuige,ní
cé,uisce,bhliain,uaidh
amuigh,lch.,sin,i
Gaeilge,nach,isteach,de
Éirinn,lae,ach,linn
nach,uirthi,mór,istigh
láthair,rinne,oiread,measc
lch.,dhéanamh,chuige,bliain
suas,uile,timpeall,thaobh
teach,taobh,sé,mbeadh
orthu,dó,seisean,dhá
rud,is,do,ab
fada,roimh,lá,leith
dul,lae,sásta,tháinig
iarraidh,b'fhéidir,roimh,fhios
áit,fós,leabhar,déanta
obair,uirthi,níor,Irish
fháil,idir,gcuid,lámh
istigh,oibre,eolas,go
san,duit,dhuine,gcuid
céanna,ní,anseo,aige
bith,chuid,acu,san
shin,ais,gan,lae
cinn,bhfad,bheith,chuir
deir,lae,uile,amach
rith,cé,éis,fáil
chéile,arís,bheidh,duine
lch.,níor,taobh,maidir
mórán,áit,ná,anseo
gur,ach,céanna,tú
faoi,eile,seán,as
thar,bhfad,bhain,bheith
tíre,é,bhliain,Gaeltachta
tá,oibre,réir,de
lae,thabhairt,uisce,uí
dar,orm,tharla,bhfad
á,fuair,istigh,bheadh
ansin,rinne,bhean,dúirt
istigh,seán,cheana,tar
más,má,di,ceann
b'fhéidir,fearr,réir,fáil
rá,bliana,fháil,siad
maith,í,éis,faoin
thaobh,an,mac,dhá
ina,tar,roimhe,ea
súil,chuir,mbeidh,roimh
cur,cur,céard,seán
teanga,nár,Ghaeilge,mó
mise,gcuid,tíre,éigin
chun,bhfuil,ná,dhiaidh
leanas,thug,agam,fiú
fós,chéile,caint,léi
don,roimh,gurb,de
amháin,dúinn,b'fhéidir,rialtas
ó,seisean,cúpla,agat
baile,lae,má,chomh
cur,scéal,agus,thug
dhéanamh,caint,ainm,fhios
ná,oiread,cad,fhios
na,dul,muid,againn
b'fhéidir,bharr,bliain,cé
san,dul,eolas,thug
dá,aici,ainm,fhios
nua,do,ó,faoin
againn,dtí,nós,oibre
